TIME,GEO,PRODUCTION
2006,Slovakia,1.186969190728035
2006,Finland,3.4413518584057328
2006,Sweden,3.5775958492231
2006,United Kingdom,3.0605739876738776
2006,Iceland,10.357429866184713
2006,Norway,46.45446691201428
2006,Montenegro,1.1237806001869162
2006,"Former Yugoslav Republic of Macedonia, the",0.7934210900685499
2006,Albania,0.38623206377100056
2006,Serbia,1.4121363353002976
2006,Turkey,0.3829885792790556
2006,Kosovo (under United Nations Security Council Resolution 1244/99),0.6779047619047619
2006,Moldova,0.03164401816634057
2006,Ukraine,1.770401485202839
2007,Euro area (19 countries),1.4149810410682757
2007,Belgium,1.3539282881986112
2007,Bulgaria,1.3029613189424658
2007,Czech Republic,3.2892269953296362
2007,Denmark,4.9127202738199
2007,Estonia,3.2824740118547644
2007,Ireland,0.3228483649522893
2007,Greece,0.9221540977498385
2007,Spain,0.6730272365992414
2007,France,2.0893638807659323
2007,Croatia,1.1348246100061898
2007,Italy,0.5352936424012856
2007,Cyprus,0.09684450519582645
2007,Latvia,0.8157222795675558
2007,Lithuania,1.1444675249070533
2007,Luxembourg,0.2471718043541718
2007,Hungary,1.0115676706048127
2007,Malta,0.001972308784663327
2007,Netherlands,3.7425864983917343
2007,Austria,1.3065098278591387
2007,Poland,1.8806216178949515
2007,Portugal,0.4405090182963579
2007,Romania,1.3244502509003218
2007,Slovenia,1.7159468099764372
2007,Slovakia,1.0602473767861862
2007,Finland,3.036846059896285
2007,Sweden,3.6347488060525452
2007,United Kingdom,2.8653922446181412
2007,Iceland,12.52242648014769
2007,Norway,46.00981300684834
2007,Montenegro,0.9636786067579528
2007,"Former Yugoslav Republic of Macedonia, the",0.7365051193937533
2007,Albania,0.3152610919471869
2007,Serbia,1.4202210945068914
2007,Turkey,0.3915059933987922
2007,Kosovo (under United Nations Security Council Resolution 1244/99),0.6705198833126127
2007,Moldova,0.030660884474366885
2007,Ukraine,1.7592700816608968
2008,Euro area (19 countries),1.4258126636020418
2008,Belgium,1.3163660254099
2008,Bulgaria,1.3538570487211894
2008,Czech Republic,3.1681197963304597
2008,Denmark,4.720176500527503
2008,Estonia,3.1570335614596097
2008,Ireland,0.3473040862405264
2008,Greece,0.8918412608262754
2008,Spain,0.6611036004142772
2008,France,2.1104331196026673
2008,Croatia,1.1105140646948364
2008,Italy,0.5618599258774611
2008,Cyprus,0.10420785925627275
2008,Latvia,0.816357257244013
2008,Lithuania,1.1827784617156483
2008,Luxembourg,0.25589139291317264
2008,Hungary,1.0387041791562128
2008,Malta,0.0022067910316012477
2008,Netherlands,4.057883627213212
2008,Austria,1.3422020659873286
2008,Poland,1.8530870305972291
2008,Portugal,0.4238753251459088
2008,Romania,1.4149139394033377
2008,Slovenia,1.8184133566204324
2008,Slovakia,1.1466195342912584
2008,Finland,3.079813088766988
2008,Sweden,3.5701688579251476
2008,United Kingdom,2.6927962475975344
2008,Iceland,14.289971121445259
2008,Norway,46.90381664499762
2008,Montenegro,1.183507894655613
2008,"Former Yugoslav Republic of Macedonia, the",0.7941610921695286
2008,Albania,0.36062522673143954
2008,Serbia,1.454414475473311
2008,Turkey,0.4111069441053794
2008,Kosovo (under United Nations Security Council Resolution 1244/99),0.778444865844704
2008,Moldova,0.034231784729936966
2008,Ukraine,1.763248076644101
2009,Euro area (19 countries),1.3695776923421785
2009,Belgium,1.3726113820412384
2009,Bulgaria,1.301117606402148
2009,Czech Republic,2.990135129419057
2009,Denmark,4.269456446224416
2009,Estonia,3.112731519607109
2009,Ireland,0.32028243066961387
2009,Greece,0.9086554039772884
2009,Spain,0.6540133102871233
2009,France,1.981236243055308
2009,Croatia,1.147780544601183
2009,Italy,0.5370302593265769
2009,Cyprus,0.10502804512316012
2009,Latvia,0.9697461756195807
2009,Lithuania,1.3027913322713085
2009,Luxembourg,0.22492401215805471
2009,Hungary,1.0907314593048034
2009,Malta,0.002190175360040494
2009,Netherlands,3.820363565294153
2009,Austria,1.3718291403134468
2009,Poland,1.7527878473278025
2009,Portugal,0.46630630234893183
2009,Romania,1.3961103291587351
2009,Slovenia,1.792151201409985
2009,Slovakia,1.0614965328670234
2009,Finland,3.0953300913164337
2009,Sweden,3.234267254674009
2009,United Kingdom,2.5444203485351933
2009,Iceland,14.814258159865735
2009,Norway,45.3822595687828
2009,Montenegro,0.9950466412922482
2009,"Former Yugoslav Republic of Macedonia, the",0.7844796909527834
2009,Albania,0.3851224965860217
2009,Serbia,1.38959612059381
2009,Turkey,0.42439640309800036
2009,Kosovo (under United Nations Security Council Resolution 1244/99),0.8461557509884504
2009,Moldova,0.03587934672679447
2009,Ukraine,1.6714792319682292
2010,Euro area (19 countries),1.4311215369422141
2010,Belgium,1.415427533728386
2010,Bulgaria,1.411712522329591
2010,Czech Republic,3.0155261550084456
2010,Denmark,4.137630362990985
2010,Estonia,3.697845179968349
2010,Ireland,0.40303967883435016
2010,Greece,0.8495956890768825
2010,Spain,0.7370680152066985
2010,France,2.0758022690658184
2010,Croatia,1.1964171628691422
2010,Italy,0.5576621093819625
2010,Cyprus,0.1084063774202212
2010,Latvia,0.9324198398116674
2010,Lithuania,0.41706238367193127
2010,Luxembourg,0.2358255687499253
2010,Hungary,1.0903282138664576
2010,Malta,0.01086885637893181
2010,Netherlands,4.212111392653111
2010,Austria,1.4232289383059118
2010,Poland,1.7552673366126055
2010,Portugal,0.5485611689397596
2010,Romania,1.3686786829831241
2010,Slovenia,1.8477500468984491
2010,Slovakia,1.1083201463339523
2010,Finland,3.2394723874585227
2010,Sweden,3.4972713983839725
2010,United Kingdom,2.363126451193235
2010,Iceland,15.083272990586531
2010,Norway,42.81302597938043
2010,Montenegro,1.4399007432944373
2010,"Former Yugoslav Republic of Macedonia, the",0.7871986562232977
2010,Serbia,1.4401758829629392
2010,Turkey,0.4449933319838539
2010,Kosovo (under United Nations Security Council Resolution 1244/99),0.8426222098838507
2010,Moldova,0.06075155140942196
2010,Ukraine,1.6874339486938617
2011,Euro area (19 countries),1.3836410543859516
2011,Belgium,1.4441980546946458
2011,Bulgaria,1.6630999055422324
2011,Czech Republic,3.050283257957127
2011,Denmark,3.6339420655364827
2011,Estonia,3.7888633184423086
2011,Ireland,0.3679596996727764
2011,Greece,0.8658060418980109
2011,Spain,0.6821261557427926
2011,France,2.0687834098796745
2011,Croatia,1.0730660718993663
2011,Italy,0.5390578136599382
2011,Cyprus,0.11443868480061352
2011,Latvia,1.000286801583916
2011,Lithuania,0.42252672158837024
2011,Luxembourg,0.22077211628633947
2011,Hungary,1.0677945971257763
2011,Malta,0.01566306576800831
2011,Netherlands,3.862714721761472
2011,Austria,1.3564988100531523
2011,Poland,1.7781362854854454
2011,Portugal,0.5230252458189335
2011,Romania,1.3805494602496087
2011,Slovenia,1.8713396667331645
2011,Slovakia,1.1443044584962
2011,Finland,3.173288218130567
2011,Sweden,3.4920031394806683
2011,United Kingdom,2.045541426358433
2011,Iceland,16.32616532475852
2011,Norway,40.5718751174978
2011,Montenegro,1.1706057917238042
2011,"Former Yugoslav Republic of Macedonia, the",0.8438796004829668
2011,Albania,0.517384887954089
2011,Serbia,1.536140761098077
2011,Turkey,0.43579893967401323
2011,Kosovo (under United Nations Security Council Resolution 1244/99),1.0005127690644193
2011,Moldova,0.07237889805444848
2011,Ukraine,1.7933303871630488
2012,Euro area (19 countries),1.3934816030614614
2012,Belgium,1.2555825450546876
2012,Bulgaria,1.593864197409551
2012,Czech Republic,3.0448210428020897
2012,Denmark,3.3171842890514065
2012,Estonia,3.842012289308091
2012,Ireland,0.27403017474169744
2012,Greece,0.9406023917940585
2012,Spain,0.7119407938178939
2012,France,2.0344521743598354
2012,Croatia,0.9858315653192341
2012,Italy,0.5900289231911119
2012,Cyprus,0.12366431518855328
2012,Latvia,1.1427450823131504
2012,Lithuania,0.43900053301975833
2012,Luxembourg,0.23473239173635285
2012,Hungary,1.0544582243623466
2012,Malta,0.020836027647253237
2012,Netherlands,3.8632908293360066
2012,Austria,1.480128556665633
2012,Poland,1.8645330974906547
2012,Portugal,0.4464354314834253
2012,Romania,1.3610621737782989
2012,Slovenia,1.7412828825743276
2012,Slovakia,1.1533361631671837
2012,Finland,3.175088363526558
2012,Sweden,3.7675995256702755
2012,United Kingdom,1.8425803874028288
2012,Iceland,15.867323789407807
2012,Norway,40.70473157142084
2012,Montenegro,1.1420133224140265
2012,"Former Yugoslav Republic of Macedonia, the",0.7403167501216141
2012,Serbia,1.4909551510680372
2012,Turkey,0.4106523946055598
2012,Kosovo (under United Nations Security Council Resolution 1244/99),0.972398666774155
2012,Moldova,0.07422305291609227
2012,Ukraine,1.8502118284879847
2013,Euro area (19 countries),1.4203981810415467
2013,Belgium,1.3111332544082672
2013,Bulgaria,1.447968248424886
2013,Czech Republic,2.847864588905134
2013,Denmark,2.939013620036883
2013,Estonia,4.282238553402809
2013,Ireland,0.49005823675308263
2013,Greece,0.8463036920139427
2013,Spain,0.7399392525534536
2013,France,2.050891496767929
2013,Croatia,1.0413078875869868
2013,Italy,0.6176453010725753
2013,Cyprus,0.1257682953025715
2013,Latvia,1.0591330772176448
2013,Lithuania,0.4758563951404907
2013,Luxembourg,0.2495163293541065
2013,Hungary,1.0172374086140419
2013,Malta,0.02159652936653345
2013,Netherlands,4.123709927098869
2013,Austria,1.436358387384552
2013,Poland,1.8540672606278064
2013,Portugal,0.5504377728124018
2013,Romania,1.3042359383886393
2013,Slovenia,1.74998214997807
2013,Slovakia,1.1843456353140254
2013,Finland,3.316948834590027
2013,Sweden,3.6295090369890075
2013,United Kingdom,1.7248930084778418
2013,Iceland,16.379013039952525
2013,Norway,38.394741921594054
2013,Montenegro,1.226137192720807
2013,"Former Yugoslav Republic of Macedonia, the",0.6593628260568086
2013,Albania,0.6889100318685573
2013,Serbia,1.5776915841456631
2013,Turkey,0.4272962819922477
2013,Kosovo (under United Nations Security Council Resolution 1244/99),0.9872191363209508
2013,Moldova,0.08529295009941011
2013,Ukraine,1.8218976295257068
2014,Euro area (19 countries),1.380962831723642
2014,Belgium,1.0902096324238717
2014,Bulgaria,1.5544579202191873
2014,Czech Republic,2.7652341482964102
2014,Denmark,2.806316068193349
2014,Estonia,4.4324485358548555
2014,Ireland,0.4365648818662725
2014,Greece,0.805798070744729
2014,Spain,0.7512394759060951
2014,France,2.062752427759424
2014,Croatia,1.025004891908254
2014,Italy,0.6055854606448009
2014,Cyprus,0.1372960372960373
2014,Latvia,1.1893769972839936
2014,Lithuania,0.5053216065924867
2014,Luxembourg,0.2776160675301994
2014,Hungary,1.0123246432626516
2014,Malta,0.029855377729298704
2014,Netherlands,3.4710319610056017
2014,Austria,1.418932350004802
2014,Poland,1.7588287987623499
2014,Portugal,0.5748371510518397
2014,Romania,1.3320993491303164
2014,Slovenia,1.7887180780996417
2014,Slovakia,1.1645973771171036
2014,Finland,3.31205388835996
2014,Sweden,3.54267307449851
2014,United Kingdom,1.6714556250000485
2014,Iceland,16.04164939463446
2014,Norway,38.42168219468791
2014,Montenegro,1.1145238857576816
2014,"Former Yugoslav Republic of Macedonia, the",0.6111041457200684
2014,Albania,0.647905503795477
2014,Serbia,1.3137143703880318
2014,Turkey,0.40661364975552206
2014,Kosovo (under United Nations Security Council Resolution 1244/99),0.8815624912461668
2014,Moldova,0.08688358611369242
2014,Ukraine,1.5596597560874805
